text,time,label
"Agüero's latest goal puts him alongside Alan Shearer in one respect. They are the only two players in the Premier League era to score 20 times or more in six different seasons. Yet the more important detail relates to what that goal means for the title race on a day when the supporters of Liverpool, an hour into the game, might have dared to think the momentum was about to swing dramatically their way.",2021-09-23T14:59:58.000Z,included
"It seems every year there is huge growth in women's sport. Each new year brings bigger crowd figures, new competitions, increased television coverage and new records being set. But as the nation took to social media to share in the emotion of Phillips' anterior cruciate ligament injury, it was clear there was another, less quantifiable, factor at play. Earlier this month, journalist Isabelle Westbury faced backlash on Twitter when she was critical of the criteria for Britain's Sports Personality of the Year award.",2021-09-23T15:59:58.000Z,included
"Equally, though, the conceit that underlay Asterix would have been nothing without Uderzo. The challenge was to portray the age of Julius Caesar in a way that was true to the history and yet an utterly joyous recalibration of it. Brutality had to be portrayed as knockabout; a world of mud and gore and fire repainted in primary colours. Uderzo, who was colour blind, much preferred the clear line to any hint of shade, and it was that that enabled his drawings to redefine antiquity so distinctively in his own terms.",2021-09-23T17:59:59.000Z,questionable
"GOES-17 went up to work with GOES-16, another NOAA weather satellite that was launched in 2016. The two probes, which are part of the so-called GOES-R series, are able to scan most of the Western Hemisphere from the coast of Africa all the way to New Zealand. Their observations from 22,300 miles (almost 36,000 kilometers) above Earth are key to monitor hurricanes, droughts, wildfires, lighting, and fog. The two spacecraft also provide us with stunning views of our planet.",2021-09-23T17:59:59.000Z,questionable
"Watching it all from the back of the bus was Stosh Mintek, the 37-year-old chief executive of Ghetto Film School, an immersive high school film program that sponsored the London students' trip to Los Angeles. G.F.S., as it is often called, has been around since 2000, when it was established as an after-school summer program in the Bronx aimed at minority students. It has developed into a 30-month curriculum with programs in New York, Los Angeles and London. Fellows receive 1,000 hours of instruction in screenwriting, film production, animation and movie history.",2021-09-23T20:59:58.000Z,included
"EA will start releasing games on Steam again, after it moved away from the popular PC game marketplace in 2011 in favor of its Origin store and launcher. It'll start with Star Wars Jedi: Fallen Order, making it the first new EA game released on Steam since 2011. Additionally, EA announced plans to bring its EA Access subscription service to Steam starting next year, allowing players to pay a monthly price for access to a collection of EA games through Steam.",2021-09-23T20:59:59.000Z,included
"GOES-17 went up to work with GOES-16, another NOAA weather satellite that was launched in 2016. The two probes, which are part of the so-called GOES-R series, are able to scan most of the Western Hemisphere from the coast of Africa all the way to New Zealand. Their observations from 22,300 miles (almost 36,000 kilometers) above Earth are key to monitor hurricanes, droughts, wildfires, lighting, and fog. The two spacecraft also provide us with stunning views of our planet.",2021-09-23T21:59:57.000Z,included
"The mechanism that causes the calcium to be deposited has been difficult to unpick, but now scientists say they have the answer: it is triggered by a molecule, called poly(ADP-Ribose) or PAR, that is produced when the cells, or the DNA inside them, are damaged. That, they say, makes sense: ageing, high blood pressure, smoking and fatty plaques are risk factors for stiffening of the arteries, and are linked to damage to cells, or even their DNA.",2021-09-23T21:59:58.000Z,included
"Even by his own high standards Lewis Hamilton set a new benchmark in 2019. In a class of his own, his sixth championship was defined by opening with an almost crushing, relentless run that all but had the job done by the summer break. After Valtteri Bottas started strongly and the teammates shared two wins apiece, Hamilton found another plane. Four from four followed including harassing Sebastian Vettel into an error in Canada, a tyre management masterclass in Monaco and a clinical, precision dissection in France where he finished 18 seconds ahead.",2021-09-23T21:59:59.000Z,included
"Despite the benign assessment of the medical establishment, Dr. Curry's flawed reports were amplified by alarmist websites, prompted articles linking cellphones to brain cancer and served as evidence in lawsuits urging the removal of wireless classroom technology. In time, echoes of his reports fed Russian news sites noted for stoking misinformation about 5G technology. What began as a simple graph became a case study in how bad science can take root and flourish. ""I still think there are health effects,"" Dr. Curry said in an interview. ""The federal government needs to look at it more closely.""",2021-09-24T16:59:59.000Z,included
"Dr. Fauci and Dr. Birx showed charts indicating that coronavirus cases in New York and New Jersey had risen far higher than in other parts of the country, a fact that they said gave them hope that the overall number of deaths might be lower if people in the rest of the states followed the guidelines for at least the next month. Mr. Trump displayed none of the carefree dismissiveness that characterized his reaction to the virus in February and early March, when he repeatedly said that ""we have it totally under control"" and that ""it's going to be just fine.""",2021-09-24T22:59:59.000Z,included
"That's setting a very high bar, and, for now, I'm not sure Alyx clears it. The game is fighting VR's inherent hardware limits, a pandemic-related headset shortage, and the difficulty of building a game for a new platform. While it's about as long as the landmark Half-Life 2, with my game clocking in at 15 hours, it doesn't feel as big or as narratively and mechanically fresh. It advances the series's main plot, but it doesn't come close to resolving it.",2021-11-21T01:59:59.000Z,included
"But the streamer in the panel is far from a big-time broadcaster. Known as Michael ""mmDust"" Duarte, he is a Twitch affiliate known for speed running Resident Evil 7 who currently holds world records for beating the game as quickly as possible. Since the panel, mmDust initially doubled down on his comments, only to joke about them and eventually apologize in a Twitlonger.",2021-12-09T07:59:59.000Z,included
"It seems every year there is huge growth in women's sport. Each new year brings bigger crowd figures, new competitions, increased television coverage and new records being set. But as the nation took to social media to share in the emotion of Phillips' anterior cruciate ligament injury, it was clear there was another, less quantifiable, factor at play. Earlier this month, journalist Isabelle Westbury faced backlash on Twitter when she was critical of the criteria for Britain's Sports Personality of the Year award.",2021-12-21T04:59:59.000Z,included
"But the streamer in the panel is far from a big-time broadcaster. Known as Michael ""mmDust"" Duarte, he is a Twitch affiliate known for speed running Resident Evil 7 who currently holds world records for beating the game as quickly as possible. Since the panel, mmDust initially doubled down on his comments, only to joke about them and eventually apologize in a Twitlonger.",2022-01-06T14:59:59.000Z,included
"That's setting a very high bar, and, for now, I'm not sure Alyx clears it. The game is fighting VR's inherent hardware limits, a pandemic-related headset shortage, and the difficulty of building a game for a new platform. While it's about as long as the landmark Half-Life 2, with my game clocking in at 15 hours, it doesn't feel as big or as narratively and mechanically fresh. It advances the series's main plot, but it doesn't come close to resolving it.",2022-01-30T19:59:59.000Z,included
"Despite the benign assessment of the medical establishment, Dr. Curry's flawed reports were amplified by alarmist websites, prompted articles linking cellphones to brain cancer and served as evidence in lawsuits urging the removal of wireless classroom technology. In time, echoes of his reports fed Russian news sites noted for stoking misinformation about 5G technology. What began as a simple graph became a case study in how bad science can take root and flourish. ""I still think there are health effects,"" Dr. Curry said in an interview. ""The federal government needs to look at it more closely.""",2022-02-18T20:59:59.000Z,included
"It seems every year there is huge growth in women's sport. Each new year brings bigger crowd figures, new competitions, increased television coverage and new records being set. But as the nation took to social media to share in the emotion of Phillips' anterior cruciate ligament injury, it was clear there was another, less quantifiable, factor at play. Earlier this month, journalist Isabelle Westbury faced backlash on Twitter when she was critical of the criteria for Britain's Sports Personality of the Year award.",2022-02-20T08:59:59.000Z,included
"The hunt began Jan. 10, when Chinese scientists posted the genetic makeup of the virus on a public database. The next morning, researchers at the National Institutes of Health's Vaccine Research Center in Maryland went to work. Within hours, they had pinpointed the letters of the genetic code that could be used to make a vaccine. Historically, vaccines have been one of the greatest public health tools to prevent disease. But even as technology, genomics and global coordination have improved, allowing researchers to move at top speed, vaccine development remains an expensive and risky process.",2022-02-22T23:59:59.000Z,included
"Twitch is also relaunching its twitchsports channel today to highlight broadcasts and programming. The relaunch includes a showcase today, hosted by Major League Soccer star Jimmy Conrad, that will cover the NBA, UFC, Arsenal, and House of Highlights using two-hour slots to demonstrate the type of sports content Twitch has to offer.",2022-03-04T07:59:59.000Z,included
"The high point remains the 4-0 defeat of Leicester City on Boxing Day, one of those rare performances where each component part of a sporting machine appears to be operating with some intimate, shared knowledge of the other pieces. Either side of this there has at times been an air of double take about Liverpool's run, of things happening that stretch credibility, that verge on some kind of sporting magic realism.",2022-03-19T17:59:59.000Z,included
"The European Space Agency calls the crater a ""cold trap,"" where air moving over the frigid ice is cooled, creating a kind of chilly barrier between the ice within the crater and warmer parts of the atmosphere - even in the summer. This isn't the first time that Korolev crater has had a moment in the spotlight. NASA snapped it making waves in the Martian clouds in 2003, and in April of this year, one of the first images the ESA's Trace Gas Orbiter captured was a gorgeous shot of the crater's rim.",2022-04-09T21:59:59.000Z,included
"Like the rest of the Orwell prize shortlist, Milkman has a theme rather than an agenda. Always capacious, the genre of political fiction can now accommodate authors such as Ali Smith, Rachel Kushner, Paul Beatty and Jonathan Coe. As George Orwell wrote: ""No book is genuinely free from political bias. The opinion that art should have nothing to do with politics is itself a political attitude."" Much harder to find, however, is an example of what one might call the campaigning novel: that subset that includes classics by the likes of Charles Dickens and Émile Zola alongside fiction-cloaked manifestos, memoirs and works of reportage.",2022-05-11T02:59:59.000Z,included
"When the latest instalment in Microsoft's decades-old Flight Simulator series was first shown at the E3 video game event last year, it drew gasps from the audience. Using two petabytes of geographic data culled from Bing Maps, together with cutting-edge, machine learning algorithms running on the company's Azure cloud computing network, the game presents a near-photorealistic depiction of the entire planet.",2022-05-17T00:59:59.000Z,included
"TheThe moment I fully grasped the danger of my situation in the opening few hours of Cyberpunk 2077, I had just opted to take a hit of a particularly dodgy illegal substance. The drug came from a junkie gangster with a spider-like face full of red cybernetic eyes. His name, he insisted, was Dum Dum. As a street kid, my chosen ""life path"" in the game, I recognized the name of the aerosolized adrenaline-booster and was able to chat cordially with our frightening host about it. Had I come from a corporate background or been a wandering nomad type passing through Night City, I might not have known.",2022-05-20T07:59:59.000Z,included
"These companies are partners with NASA through the agency's Commercial Lunar Payload Services (CLPS) initiative. CLPS is the first phase of NASA's Artemis program, the agency's initiative to send the first woman and the next man to the Moon. But CLPS is focused on robotic vehicles and science, rather than human spaceflight. The goal is to send instruments and science experiments to the surface of the Moon using commercial landers that are developed and operated by private companies.",2022-06-04T09:59:59.000Z,included
"The statement was made after the British host of the meeting, Boris Johnson, and United Nations secretary-general, Antonio Guterres, urged all countries to lift their targets to include net zero emissions by 2050, noting 121 nations had already done so. Labor's Pat Conroy asked Angus Taylor, the energy and emissions reduction minister, in February whether Australia was due under the Paris agreement to submit a new or updated commitment this year and, if not, when it was expected.",2022-06-05T15:59:59.000Z,included
"The study, published today in the journal Neurology, reports smaller brain volumes and worse memories in people with higher-than-average levels of cortisol - popularly known as the stress hormone. But any media coverage that warns stress is going to shrink your brain is premature. ""Right now all we can say is A is associated with B, we can't really say anything about causality,"" says Sudha Seshadri, a professor of neurology at the University of Texas Health Science Center at San Antonio and senior author on the study.",2022-06-11T03:59:59.000Z,excluded
